yellowhead,75
abitibi-temiscamingue,51
etobicoke-lakeshore,70
durham,47
"hamilton centre",19
"scarborough southwest",27
trois-rivieres,82
"hamilton east-stoney creek",18
"timmins-james bay",38
"don valley east",78
simcoe-grey,3
"scarborough-rouge river",89
terrebonne-blainville,25
eglinton-lawrence,62
"don valley west",65
"kitchener centre",9
"mount royal",52
"ottawa south",22
richmond,8
"st. paul's",76
"st. john's south-mount pearl",99
"toronto centre",33
montmagny-l'islet-kamouraska-riviere-du-loup,38
windsor-tecumseh,36
jonquiere-alma,8
"windsor west",92
"york centre",19
"brossard-la prairie",33
beauharnois-salaberry,97
chateauguay-saint-constant,85
tobique-mactaquac,27
churchill,72
saint-maurice-champlain,36
fredericton,97
lotbiniere-chutes-de-la-chaudiere,18
compton-stanstead,56
sherbrooke,24
drummond,0
roberval-lac-saint-jean,74
laurier-sainte-marie,63
"rosemont-la petite-patrie",78
levis-bellechasse,78
riviere-du-nord,51
saint-hyacinthe-bagot,2
"new brunswick southwest",39
"saint john",16
york-simcoe,11
dufferin-caledon,91
perth-wellington,38
glengarry-prescott-russell,20
"lanark-frontenac-lennox and addington",67
